id,atk,def,enabled,effect,attribute,stars,spell_type,type,pendulum,monster
9976,900,3500,True,effect monsters,Earth,8,?,Rock,0,Normal
9977,4000,0,True,special summon monsters only,Light,10,?,Machine,0,Normal
9978,1600,1800,True,effect monsters,Earth,4,?,Machine,0,Normal
9979,800,2000,True,effect monsters,Water,4,?,Machine,0,Normal
9980,100,100,True,special summon monsters only,Dark,8,?,Machine,0,Normal
9981,600,100,True,effect monsters,Earth,1,?,Rock,0,Normal
9982,1800,900,True,spirit,Water,4,?,Spellcaster,0,Normal
9983,100,1600,True,effect monsters,Light,1,?,Fairy,0,Normal
9984,900,100,True,effect monsters,Light,2,?,Spellcaster,0,Normal
9985,1000,1800,True,effect monsters,Light,3,?,Beast,0,Normal
9986,800,2000,True,effect monsters,Light,4,?,Machine,0,Normal
9987,1800,700,True,effect monsters,Light,4,?,Beast Warrior,0,Normal
9988,2200,1200,True,effect monsters,Light,6,?,Warrior,0,Normal
9989,2400,900,True,effect monsters,Light,6,?,Machine,0,Normal
9990,1750,550,True,effect monsters,Dark,4,?,Warrior,0,Normal
9991,450,2050,True,effect monsters,Dark,4,?,Pyro,0,Normal
9992,750,1950,True,effect monsters,Dark,4,?,Reptile,0,Normal
9993,1650,1050,True,effect monsters,Dark,4,?,Thunder,0,Normal
9994,1850,950,True,effect monsters,Dark,4,?,Dinosaur,0,Normal
9995,2150,1250,True,effect monsters,Dark,5,?,Rock,0,Normal
9996,2450,2050,True,effect monsters,Dark,6,?,Machine,0,Normal
9997,3600,3400,True,special summon monsters only,Dark,11,?,Fairy,0,Normal
9998,2150,1650,True,effect ritual monsters,Water,4,?,Fiend,0,Normal
9999,3200,0,True,effect ritual monsters,Water,10,?,Aqua,0,Normal
10000,2300,1400,True,fusion effect monsters,Earth,5,?,Fairy,0,Normal
10001,2900,2500,True,fusion effect monsters,Earth,9,?,Rock,0,Normal
10002,2200,1200,True,xyz monsters with effects,Earth,4,?,Machine,0,XYZ
10003,2400,800,True,xyz monsters with effects,Light,4,?,Machine,0,XYZ
10004,2700,2000,True,xyz monsters with effects,Light,6,?,Machine,0,XYZ
10005,2350,1350,True,xyz monsters with effects,Dark,4,?,Fiend,0,XYZ
10006,2550,1650,True,xyz monsters with effects,Dark,4,?,Dragon,0,XYZ
10007,2750,1950,True,xyz monsters with effects,Dark,4,?,Dragon,0,XYZ
10008,0,0,True,spell,Spell,0,?,Spell,0,?
10009,0,0,True,spell,Spell,0,?,Spell,0,?
10010,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
10011,0,0,True,trap,Trap,0,?,Trap,0,?
10012,0,0,True,trap,Trap,0,?,Trap,0,?
10013,2400,500,True,xyz monsters with effects,Light,4,?,Beast Warrior,0,XYZ
10014,1000,1000,True,effect monsters,Dark,3,?,Fiend,0,Normal
10015,2700,1200,True,effect monsters,Light,7,?,Dragon,0,Normal
10016,2200,1100,True,effect monsters,Dark,5,?,Dragon,0,Normal
10017,1700,1400,True,effect monsters,Dark,4,?,Insect,0,Normal
10018,100,2000,True,effect monsters,Fire,2,?,Reptile,0,Normal
10019,1500,1300,True,effect monsters,Water,4,?,Fish,0,Normal
10020,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
10021,0,0,True,spell,Spell,0,Equip,Spell,0,?
10022,0,0,True,trap,Trap,0,?,Trap,0,?
10023,0,0,True,trap,Trap,0,Continous,Trap,0,?
10024,2500,1000,True,normal monsters,Light,6,?,Dragon,0,Normal
10025,0,0,True,normal monsters,Light,8,?,Dragon,0,Normal
10026,800,1600,True,effect monsters,Wind,4,?,Winged Beast,0,Normal
10027,1700,100,True,effect monsters,Light,4,?,Warrior,0,Normal
10028,1500,2000,True,effect monsters,Earth,4,?,Warrior,0,Normal
10029,800,400,True,effect monsters,Earth,2,?,Machine,0,Normal
10030,300,800,True,effect monsters,Light,2,?,Reptile,0,Normal
10031,1700,1500,True,effect monsters,Water,4,?,Fish,0,Normal
10032,2300,2000,True,effect monsters,Earth,6,?,Warrior,0,Normal
10033,1800,1400,True,effect monsters,Earth,4,?,Warrior,0,Normal
10034,2400,1200,True,effect monsters,Dark,6,?,Warrior,0,Normal
10035,1200,1600,True,effect monsters,Dark,4,?,Warrior,0,Normal
10036,1800,1200,True,effect monsters,Dark,4,?,Warrior,0,Normal
10037,1200,1600,True,effect monsters,Light,4,?,Insect,0,Normal
10038,1800,100,True,effect monsters,Earth,4,?,Machine,0,Normal
10039,5000,0,True,special summon monsters only,Earth,10,?,Machine,0,Normal
10040,1400,1600,True,effect monsters,Light,4,?,Warrior,0,Normal
10041,1700,900,True,effect monsters,Light,4,?,Dragon,0,Normal
10042,1800,400,True,effect monsters,Light,4,?,Dragon,0,Normal
10043,1900,1200,True,effect monsters,Light,5,?,Dragon,0,Normal
10044,2000,1600,True,effect monsters,Light,5,?,Dragon,0,Normal
10045,2100,1400,True,effect monsters,Light,6,?,Dragon,0,Normal
10046,2200,1000,True,effect monsters,Light,6,?,Dragon,0,Normal
10047,2600,700,True,effect monsters,Light,7,?,Dragon,0,Normal
10048,2800,2000,True,special summon monsters only,Light,8,?,Dragon,0,Normal
10049,1200,500,True,effect monsters,Fire,3,?,Reptile,0,Normal
10050,2200,700,True,effect monsters,Fire,5,?,Dinosaur,0,Normal
10051,100,100,True,effect monsters,Dark,1,?,Insect,0,Normal
10052,500,100,True,effect monsters,Dark,2,?,Insect,0,Normal
10053,1000,1000,True,effect monsters,Dark,4,?,Insect,0,Normal
10054,2000,1300,True,effect monsters,Dark,5,?,Insect,0,Normal
10055,2300,2000,True,special summon monsters only,Light,6,?,Spellcaster,0,Normal
10056,2600,1500,True,special summon monsters only,Light,7,?,Sea Serpent,0,Normal
10057,2800,2200,True,special summon monsters only,Light,8,?,Warrior,0,Normal
10058,2800,1000,True,special summon monsters only,Light,7,?,Dragon,0,Normal
10059,1500,1100,True,effect monsters,Dark,4,?,Spellcaster,0,Normal
10060,600,500,True,effect monsters,Earth,3,?,Rock,0,Normal
10061,1700,1000,True,effect monsters,Dark,4,?,Zombie,0,Normal
10062,1800,0,True,effect monsters,Fire,4,?,Beast,0,Normal
10063,1700,1000,True,effect monsters,Wind,4,?,Warrior,0,Normal
10064,4500,3000,True,xyz monsters with effects,Light,8,?,Dragon,0,XYZ
10065,2800,2100,True,xyz monsters with effects,Water,4,?,Sea Serpent,0,XYZ
10066,2700,2000,True,xyz monsters with effects,Light,6,?,Warrior,0,XYZ
10067,2100,1800,True,xyz monsters with effects,Light,4,?,Warrior,0,XYZ
10068,2800,2400,True,xyz monsters with effects,Light,6,?,Machine,0,XYZ
10069,2600,2100,True,xyz monsters with effects,Wind,7,?,Dragon,0,XYZ
10070,2400,2100,True,xyz monsters with effects,Light,6,?,Dragon,0,XYZ
10071,3000,2400,True,xyz monsters with effects,Light,8,?,Dragon,0,XYZ
10072,2200,1200,True,xyz monsters with effects,Dark,4,?,Dragon,0,XYZ
10073,800,800,True,xyz monsters with effects,Dark,5,?,Insect,0,XYZ
10074,0,0,True,spell,Spell,0,Equip,Spell,0,?
10075,0,0,True,spell,Spell,0,?,Spell,0,?
10076,0,0,True,spell,Spell,0,?,Spell,0,?
10077,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
10078,0,0,True,spell,Spell,0,?,Spell,0,?
10079,0,0,True,spell,Spell,0,?,Spell,0,?
10080,0,0,True,spell,Spell,0,?,Spell,0,?
10081,0,0,True,spell,Spell,0,?,Spell,0,?
10082,0,0,True,spell,Spell,0,Continous,Spell,0,?
10083,0,0,True,spell,Spell,0,?,Spell,0,?
10084,0,0,True,spell,Spell,0,Equip,Spell,0,?
10085,0,0,True,spell,Spell,0,Equip,Spell,0,?
10086,0,0,True,spell,Spell,0,?,Spell,0,?
10087,0,0,True,spell,Spell,0,Continous,Spell,0,?
10088,0,0,True,spell,Spell,0,?,Spell,0,?
10089,0,0,True,trap,Trap,0,?,Trap,0,?
10090,0,0,True,trap,Trap,0,?,Trap,0,?
10091,0,0,True,trap,Trap,0,?,Trap,0,?
10092,0,0,True,trap,Trap,0,?,Trap,0,?
10093,0,0,True,trap,Trap,0,?,Trap,0,?
10094,0,0,True,trap,Trap,0,?,Trap,0,?
10095,0,0,True,trap,Trap,0,Counter trap,Trap,0,?
10096,0,0,True,trap,Trap,0,?,Trap,0,?
10097,0,0,True,trap,Trap,0,?,Trap,0,?
10098,0,0,True,trap,Trap,0,?,Trap,0,?
10099,0,0,True,trap,Trap,0,?,Trap,0,?
10100,0,0,True,trap,Trap,0,?,Trap,0,?
10101,0,0,True,trap,Trap,0,Continous,Trap,0,?
10102,0,0,True,trap,Trap,0,?,Trap,0,?
10103,0,0,True,trap,Trap,0,Continous,Trap,0,?
10104,2100,200,True,effect monsters,Fire,6,?,Pyro,0,Normal
10105,2700,2100,True,effect monsters,Earth,7,?,Beast,0,Normal
10106,1700,1000,True,effect monsters,Earth,4,?,Plant,0,Normal
10107,1600,900,True,effect monsters,Dark,4,?,Insect,0,Normal
10108,2800,1800,True,effect monsters,Water,8,?,Dragon,0,Normal
10109,1400,900,True,effect monsters,Water,4,?,Dragon,0,Normal
10110,1700,1000,True,effect monsters,Water,4,?,Aqua,0,Normal
10111,200,100,True,Tuners,Water,1,?,Fish,0,Normal
10114,1300,1900,True,effect monsters,Dark,4,?,Dragon,0,Normal
10115,1800,1800,True,normal monsters,Light,4,?,Warrior,0,Normal
10116,1400,1300,True,effect monsters,Light,4,?,Dragon,0,Normal
10117,0,0,True,gemini,Light,6,?,Dragon,0,Normal
10118,0,0,True,effect monsters,Fire,2,?,Reptile,0,Normal
10119,1700,1600,True,effect monsters,Light,4,?,Warrior,0,Normal
10120,2200,0,True,effect monsters,Dark,4,?,Fiend,0,Normal
10121,0,0,True,spell,Spell,0,?,Spell,0,?
10122,0,0,True,spell,Spell,0,?,Spell,0,?
10123,0,0,True,trap,Trap,0,Continous,Trap,0,?
10124,0,0,True,trap,Trap,0,Continous,Trap,0,?
10125,1500,1000,True,xyz monsters with effects,Wind,3,?,Fiend,0,XYZ
10126,1700,1000,True,xyz monsters with effects,Earth,3,?,Fiend,0,XYZ
10127,1400,1600,True,xyz monsters with effects,Light,3,?,Fiend,0,XYZ
10128,1800,2300,True,xyz monsters with effects,Dark,4,?,Fiend,0,XYZ
10129,2100,1500,True,xyz monsters with effects,Dark,4,?,Plant,0,XYZ
10130,1500,2500,True,xyz monsters with effects,Dark,8,?,Machine,0,XYZ
10131,2600,200,True,normal monsters,Earth,6,?,Spellcaster,0,Normal
10132,600,1200,True,effect monsters,Dark,3,?,Spellcaster,0,Normal
10133,1100,0,True,effect monsters,Fire,3,?,Winged Beast,0,Normal
10134,2000,2800,True,effect monsters,Light,8,?,Warrior,0,Normal
10135,1600,1000,True,effect monsters,Earth,4,?,Warrior,0,Normal
10136,2100,1300,True,effect monsters,Earth,6,?,Warrior,0,Normal
10137,0,2000,True,effect monsters,Earth,4,?,Warrior,0,Normal
10138,1700,900,True,effect monsters,Earth,4,?,Warrior,0,Normal
10139,1500,700,True,effect monsters,Earth,3,?,Machine,0,Normal
10140,800,1600,True,effect monsters,Earth,4,?,Rock,0,Normal
10141,1300,1400,True,effect monsters,Light,4,?,Machine,0,Normal
10142,1300,400,True,effect monsters,Light,3,?,Rock,0,Normal
10143,900,600,True,effect monsters,Light,3,?,Rock,0,Normal
10144,1800,1600,True,effect monsters,Earth,5,?,Rock,0,Normal
10145,500,400,True,effect monsters,Water,2,?,Spellcaster,0,Normal
10146,600,2000,True,effect monsters,Earth,3,?,Spellcaster,0,Normal
10147,1000,1000,True,effect monsters,Earth,3,?,Spellcaster,0,Normal
10148,1500,1400,True,effect monsters,Fire,4,?,Spellcaster,0,Normal
10149,1800,1300,True,effect monsters,Wind,4,?,Spellcaster,0,Normal
10150,2500,2100,True,effect monsters,Light,7,?,Spellcaster,0,Normal
10151,500,300,True,effect monsters,Earth,3,?,Beast,0,Normal
10152,0,1800,True,effect monsters,Earth,3,?,Beast,0,Normal
10153,1700,1300,True,effect monsters,Earth,4,?,Warrior,0,Normal
10154,1400,1200,True,effect monsters,Earth,4,?,Spellcaster,0,Normal
10155,1500,800,True,effect monsters,Earth,4,?,Spellcaster,0,Normal
10156,1000,1000,True,effect monsters,Earth,5,?,Fairy,0,Normal
10157,1000,500,True,effect monsters,Earth,3,?,Machine,0,Normal
10158,1400,800,True,effect monsters,Earth,4,?,Machine,0,Normal
10159,1500,500,True,effect monsters,Earth,4,?,Machine,0,Normal
10160,1100,1900,True,effect monsters,Earth,4,?,Machine,0,Normal
10161,700,500,True,effect monsters,Earth,1,?,Beast,0,Normal
10162,900,500,True,effect monsters,Earth,1,?,Warrior,0,Normal
10163,1500,1300,True,effect monsters,Earth,4,?,Warrior,0,Normal
10164,1400,1200,True,effect monsters,Earth,4,?,Warrior,0,Normal
10165,1000,1500,True,effect monsters,Earth,3,?,Rock,0,Normal
10166,1400,0,True,effect monsters,Water,3,?,Sea Serpent,0,Normal
10167,2400,1000,True,effect monsters,Dark,7,?,Fiend,0,Normal
10168,2800,2200,True,special summon monsters only,Earth,8,?,Beast Warrior,0,Normal
10169,3000,1800,True,effect monsters,Earth,8,?,Beast,0,Normal
10170,1900,0,True,effect monsters,Earth,4,?,Beast Warrior,0,Normal
10171,2000,2000,True,xyz monsters with effects,Light,4,?,Warrior,0,XYZ
10172,2100,1000,True,xyz monsters with effects,Light,3,?,Psychic,0,XYZ
10173,2400,1500,True,xyz monsters with effects,Light,5,?,Machine,0,XYZ
10174,5000,2000,True,xyz monsters with effects,Light,10,?,Machine,0,XYZ
10175,2800,2600,True,xyz monsters with effects,Dark,7,?,Spellcaster,0,XYZ
10176,2300,1500,True,xyz monsters with effects,Earth,4,?,Machine,0,XYZ
10177,1500,1500,True,xyz monsters with effects,Dark,4,?,Spellcaster,0,XYZ
10178,1800,2200,True,xyz monsters with effects,Earth,3,?,Rock,0,XYZ
10179,2300,1400,True,xyz monsters with effects,Earth,4,?,Plant,0,XYZ
10180,2700,1000,True,xyz monsters with effects,Earth,6,?,Warrior,0,XYZ
10181,0,0,True,spell,Spell,0,Equip,Spell,0,?
10182,0,0,True,spell,Spell,0,?,Spell,0,?
10183,0,0,True,spell,Spell,0,?,Spell,0,?
10184,0,0,True,spell,Spell,0,?,Spell,0,?
10185,0,0,True,spell,Spell,0,Continous,Spell,0,?
10186,0,0,True,spell,Spell,0,?,Spell,0,?
10187,0,0,True,spell,Spell,0,?,Spell,0,?
10188,0,0,True,spell,Spell,0,?,Spell,0,?
10189,0,0,True,spell,Spell,0,Equip,Spell,0,?
10190,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
10191,0,0,True,spell,Spell,0,Field,Spell,0,?
10192,0,0,True,spell,Spell,0,?,Spell,0,?
10193,0,0,True,spell,Spell,0,?,Spell,0,?
10194,0,0,True,spell,Spell,0,Field,Spell,0,?
10195,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
10196,0,0,True,trap,Trap,0,?,Trap,0,?
10197,0,0,True,trap,Trap,0,?,Trap,0,?
10198,0,0,True,trap,Trap,0,?,Trap,0,?
10199,0,0,True,trap,Trap,0,?,Trap,0,?
10200,0,0,True,trap,Trap,0,?,Trap,0,?
10201,0,0,True,trap,Trap,0,Continous,Trap,0,?
10202,0,0,True,trap,Trap,0,Counter trap,Trap,0,?
10203,0,0,True,trap,Trap,0,?,Trap,0,?
10204,0,0,True,trap,Trap,0,?,Trap,0,?
10205,0,0,True,trap,Trap,0,?,Trap,0,?
10206,0,0,True,trap,Trap,0,?,Trap,0,?
10207,0,0,True,trap,Trap,0,?,Trap,0,?
10208,0,0,True,trap,Trap,0,Continous,Trap,0,?
10209,0,0,True,trap,Trap,0,Counter trap,Trap,0,?
10210,0,0,True,trap,Trap,0,Continous,Trap,0,?
10211,1200,800,True,effect monsters,Earth,4,?,Plant,0,Normal
10212,2600,3000,True,xyz monsters with effects,Light,6,?,Machine,0,XYZ
10213,0,0,True,spell,Spell,0,?,Spell,0,?
10214,0,0,True,spell,Spell,0,Field,Spell,0,?
10215,1600,1200,True,effect monsters,Light,4,?,Thunder,0,Normal
10216,3000,2000,True,xyz monsters with effects,Dark,8,?,Machine,0,XYZ
10217,2500,400,True,xyz monsters with effects,Earth,4,?,Warrior,0,XYZ
10218,2800,1600,True,effect monsters,Water,7,?,Sea Serpent,0,Normal
10219,1800,0,True,effect monsters,Water,4,?,Sea Serpent,0,Normal
10220,1400,0,True,effect monsters,Water,3,?,Sea Serpent,0,Normal
10221,0,1600,True,effect monsters,Water,2,?,Sea Serpent,0,Normal
10222,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
10223,1800,600,True,effect monsters,Earth,3,?,Warrior,0,Normal
10224,1600,1200,True,effect monsters,Earth,4,?,Warrior,0,Normal
10225,1400,400,True,effect monsters,Fire,3,?,Warrior,0,Normal
10226,800,800,True,effect monsters,Earth,2,?,Beast,0,Normal
10227,0,1400,True,effect monsters,Earth,4,?,Rock,0,Normal
10228,300,1300,True,effect monsters,Water,3,?,Fish,0,Normal
10229,1600,1300,True,effect monsters,Water,4,?,Fish,0,Normal
10230,1000,1000,True,effect monsters,Earth,4,?,Warrior,0,Normal
10231,1200,300,True,effect monsters,Earth,4,?,Warrior,0,Normal
10232,1000,1000,True,effect monsters,Earth,4,?,Machine,0,Normal
10233,800,2400,True,effect monsters,Light,5,?,Machine,0,Normal
10234,1800,900,True,effect monsters,Wind,4,?,Dragon,0,Normal
10235,1000,1600,True,effect monsters,Wind,4,?,Winged Beast,0,Normal
10236,1500,1200,True,effect monsters,Water,3,?,Aqua,0,Normal
10237,1400,800,True,effect monsters,Water,3,?,Aqua,0,Normal
10238,1300,400,True,effect monsters,Water,3,?,Aqua,0,Normal
10239,1700,1100,True,effect monsters,Water,4,?,Fish,0,Normal
10240,1600,800,True,effect monsters,Water,4,?,Fish,0,Normal
10241,1200,1800,True,effect monsters,Water,4,?,Fish,0,Normal
10242,2400,1900,True,effect monsters,Water,7,?,Sea Serpent,0,Normal
10243,300,200,True,effect monsters,Water,1,?,Spellcaster,0,Normal
10244,1200,700,True,effect monsters,Earth,3,?,Spellcaster,0,Normal
10245,1600,800,True,effect monsters,Earth,3,?,Spellcaster,0,Normal
10246,2300,2000,True,effect monsters,Dark,5,?,Spellcaster,0,Normal
10247,1500,1200,True,effect monsters,Earth,3,?,Beast,0,Normal
10248,800,2000,True,effect monsters,Earth,4,?,Spellcaster,0,Normal
10249,1600,1000,True,effect monsters,Earth,4,?,Warrior,0,Normal
10250,1800,1300,True,effect monsters,Water,4,?,Aqua,0,Normal
10251,1600,1000,True,effect monsters,Water,4,?,Machine,0,Normal
10252,200,200,True,effect monsters,Water,2,?,Fish,0,Normal
10253,600,100,True,effect monsters,Water,2,?,Fish,0,Normal
10254,1400,1200,True,effect monsters,Water,4,?,Warrior,0,Normal
10255,2300,1800,True,effect monsters,Water,5,?,Machine,0,Normal
10256,1000,500,True,union,Water,7,?,Aqua,0,Normal
10257,2800,2200,True,special summon monsters only,Water,8,?,Sea Serpent,0,Normal
10258,0,1000,True,effect monsters,Light,1,?,Fiend,0,Normal
10259,400,200,True,effect monsters,Water,1,?,Aqua,0,Normal
10260,1500,1000,True,effect monsters,Dark,4,?,Warrior,0,Normal
10261,2800,2100,True,xyz monsters with effects,Water,4,?,Sea Serpent,0,XYZ
10262,2500,2600,True,xyz monsters with effects,Light,4,?,Warrior,0,XYZ
10263,1500,2400,True,xyz monsters with effects,Earth,4,?,Warrior,0,XYZ
10264,2100,1800,True,xyz monsters with effects,Earth,4,?,Warrior,0,XYZ
10265,2500,2400,True,xyz monsters with effects,Earth,4,?,Warrior,0,XYZ
10266,2800,3000,True,xyz monsters with effects,Light,9,?,Machine,0,XYZ
10267,2400,1800,True,xyz monsters with effects,Light,4,?,Psychic,0,XYZ
10268,2800,1600,True,xyz monsters with effects,Water,7,?,Aqua,0,XYZ
10269,2000,1700,True,xyz monsters with effects,Light,5,?,Spellcaster,0,XYZ
10270,2200,2100,True,xyz monsters with effects,Earth,4,?,Fairy,0,XYZ
10271,2200,800,True,xyz monsters with effects,Water,4,?,Beast Warrior,0,XYZ
10272,2950,2800,True,normal xyz monsters,Water,4,?,Reptile,0,XYZ
10273,0,0,True,spell,Spell,0,Equip,Spell,0,?
10274,0,0,True,spell,Spell,0,Continous,Spell,0,?
10275,0,0,True,spell,Spell,0,?,Spell,0,?
10276,0,0,True,spell,Spell,0,Equip,Spell,0,?
10277,0,0,True,spell,Spell,0,?,Spell,0,?
10278,0,0,True,spell,Spell,0,Equip,Spell,0,?
10279,0,0,True,spell,Spell,0,Field,Spell,0,?
10280,0,0,True,spell,Spell,0,?,Spell,0,?
10281,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
10282,0,0,True,spell,Spell,0,Field,Spell,0,?
10283,0,0,True,spell,Spell,0,Continous,Spell,0,?
10284,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
10285,0,0,True,spell,Spell,0,?,Spell,0,?
10286,0,0,True,spell,Spell,0,?,Spell,0,?
10287,0,0,True,spell,Spell,0,?,Spell,0,?
10288,0,0,True,trap,Trap,0,?,Trap,0,?
10289,0,0,True,trap,Trap,0,Continous,Trap,0,?
10290,0,0,True,trap,Trap,0,?,Trap,0,?
10291,0,0,True,trap,Trap,0,?,Trap,0,?
10292,0,0,True,trap,Trap,0,?,Trap,0,?
10293,0,0,True,trap,Trap,0,?,Trap,0,?
10294,0,0,True,trap,Trap,0,Continous,Trap,0,?
10295,0,0,True,trap,Trap,0,?,Trap,0,?
10296,0,0,True,trap,Trap,0,?,Trap,0,?
10297,0,0,True,trap,Trap,0,?,Trap,0,?
10298,0,0,True,trap,Trap,0,?,Trap,0,?
10299,0,0,True,trap,Trap,0,?,Trap,0,?
10300,0,0,True,trap,Trap,0,Counter trap,Trap,0,?
10301,0,0,True,trap,Trap,0,Continous,Trap,0,?
10302,0,0,True,trap,Trap,0,Counter trap,Trap,0,?
10303,1300,700,True,effect monsters,Dark,3,?,Winged Beast,0,Normal
10304,1300,600,True,effect monsters,Light,4,?,Thunder,0,Normal
10305,1400,700,True,effect monsters,Light,4,?,Thunder,0,Normal
10306,900,400,True,effect monsters,Light,4,?,Thunder,0,Normal
10307,2400,2000,True,xyz monsters with effects,Light,4,?,Dragon,0,XYZ
10308,0,0,True,spell,Spell,0,Continous,Spell,0,?
10309,0,0,True,Tuners,Dark,1,?,Machine,0,Normal
10310,600,800,True,Tuners,Water,3,?,Machine,0,Normal
10311,1900,500,True,effect monsters,Light,4,?,Warrior,0,Normal
10312,2500,1200,True,effect monsters,Dark,6,?,Spellcaster,0,Normal
10313,1200,3000,True,effect monsters,Light,6,?,Spellcaster,0,Normal
10314,2100,1200,True,effect monsters,Water,5,?,Sea Serpent,0,Normal
10315,1000,1000,True,effect monsters,Water,2,?,Sea Serpent,0,Normal
10316,100,2100,True,effect monsters,Earth,4,?,Rock,0,Normal
10317,0,0,True,spell,Spell,0,Equip,Spell,0,?
10318,0,0,True,spell,Spell,0,?,Spell,0,?
10319,0,0,True,spell,Spell,0,Continous,Spell,0,?
10320,0,0,True,trap,Trap,0,Continous,Trap,0,?
10323,2600,1400,True,xyz monsters with effects,Light,4,?,Psychic,0,XYZ
10324,3200,2300,True,xyz monsters with effects,Dark,8,?,Machine,0,XYZ
10325,2900,2500,True,fusion effect monsters,Dark,8,?,Dragon,0,Normal
10326,0,0,True,spell,Spell,0,?,Spell,0,?
10327,0,0,True,spell,Spell,0,Field,Spell,0,?
10328,2200,2200,True,synchro population that have effects,Fire,6,?,Beast Warrior,0,Normal
10329,500,200,True,Tuners,Fire,3,?,Beast Warrior,0,Normal
10330,2200,200,True,xyz monsters with effects,Fire,3,?,Beast Warrior,0,XYZ
10331,4500,1000,True,xyz monsters with effects,Dark,8,?,Zombie,0,XYZ
10332,2600,2100,True,xyz monsters with effects,Water,4,?,Sea Serpent,0,XYZ
10333,1000,1000,True,effect monsters,Light,3,?,Machine,0,Normal
10334,0,0,True,effect monsters,Light,1,?,Machine,0,Normal
10335,2100,1000,True,effect monsters,Light,5,?,Warrior,0,Normal
10336,300,200,True,effect monsters,Light,1,?,Fiend,0,Normal
10337,0,0,True,effect monsters,Light,1,?,Spellcaster,0,Normal
10338,0,1800,True,effect monsters,Light,4,?,Spellcaster,0,Normal
10339,2800,2600,True,effect monsters,Light,8,?,Warrior,0,Normal
10340,2000,1000,True,xyz monsters with effects,Light,4,?,Warrior,0,XYZ
10341,0,0,True,spell,Spell,0,?,Spell,0,?
10342,0,0,True,spell,Spell,0,?,Spell,0,?
10343,0,0,True,spell,Spell,0,?,Spell,0,?
10344,0,0,True,spell,Spell,0,Equip,Spell,0,?
10345,2700,1700,True,effect monsters,Fire,8,?,Winged Beast,0,Normal
10346,1800,200,True,effect monsters,Fire,4,?,Beast Warrior,0,Normal
10347,1000,200,True,effect monsters,Fire,3,?,Beast,0,Normal
10348,0,0,True,spell,Spell,0,?,Spell,0,?
10349,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
10350,2000,800,True,effect monsters,Dark,5,?,Warrior,0,Normal
10351,100,2000,True,effect monsters,Water,4,?,Fish,0,Normal
10352,2400,1200,True,effect monsters,Fire,6,?,Winged Beast,0,Normal
10353,0,0,True,effect monsters,Water,2,?,Aqua,0,Normal
10354,1700,1400,True,xyz monsters with effects,Water,4,?,Sea Serpent,0,XYZ
10355,1300,2000,True,xyz monsters with effects,Earth,3,?,Rock,0,XYZ
10356,0,0,True,spell,Spell,0,Equip,Spell,0,?
10357,0,0,True,spell,Spell,0,?,Spell,0,?
10358,0,0,True,spell,Spell,0,Continous,Spell,0,?
10359,0,0,True,spell,Spell,0,Continous,Spell,0,?
10360,1800,1900,True,effect monsters,Earth,4,?,Machine,0,Normal
10361,1900,0,True,effect monsters,Dark,4,?,Zombie,0,Normal
10362,700,600,True,effect monsters,Dark,2,?,Zombie,0,Normal
10363,100,200,True,effect monsters,Earth,1,?,Plant,0,Normal
10364,1200,2000,True,effect monsters,Light,5,?,Beast,0,Normal
10365,1300,1800,True,effect monsters,Wind,5,?,Dragon,0,Normal
10366,0,2000,True,effect monsters,Earth,4,?,Aqua,0,Normal
10367,400,800,True,effect monsters,Earth,2,?,Warrior,0,Normal
10368,1600,1400,True,effect monsters,Water,4,?,Fish,0,Normal
10369,1200,1600,True,effect monsters,Water,4,?,Fish,0,Normal
10370,800,800,True,effect monsters,Water,4,?,Fish,0,Normal
10371,2900,1300,True,effect monsters,Water,8,?,Fish,0,Normal
10372,1000,1400,True,effect monsters,Earth,4,?,Beast,0,Normal
10373,1000,1800,True,effect monsters,Earth,4,?,Beast,0,Normal
10374,1200,1400,True,effect monsters,Wind,4,?,Winged Beast,0,Normal
10375,1100,1600,True,effect monsters,Light,4,?,Beast,0,Normal
10376,2000,1000,True,effect monsters,Earth,4,?,Beast,0,Normal
10377,800,1300,True,effect monsters,Dark,3,?,Fiend,0,Normal
10378,0,2400,True,effect monsters,Dark,5,?,Fiend,0,Normal
10379,500,2000,True,effect monsters,Light,4,?,Machine,0,Normal
10380,200,1500,True,effect monsters,Fire,3,?,Beast Warrior,0,Normal
10381,200,1800,True,effect monsters,Fire,3,?,Beast Warrior,0,Normal
10382,1600,1000,True,effect monsters,Fire,4,?,Beast Warrior,0,Normal
10383,1600,1200,True,effect monsters,Fire,4,?,Beast Warrior,0,Normal
10384,1800,400,True,effect monsters,Fire,4,?,Beast Warrior,0,Normal
10385,1800,600,True,effect monsters,Fire,4,?,Beast Warrior,0,Normal
10386,2000,800,True,effect monsters,Fire,5,?,Beast Warrior,0,Normal
10387,2000,200,True,effect monsters,Fire,6,?,Beast,0,Normal
